cluster,kind,class,method,signature,type,confidence
player-hub,hub,KPlayerServer,DoSyncExteriorFreeCount,"KPlayerServer::DoSyncExteriorFreeCount(int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncExteriorSetData,"KPlayerServer::DoSyncExteriorSetData(int, unsigned int, unsigned int, KEXTERIOR_SET_ITEM*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncFakeNameState,KPlayerServer::DoSyncFakeNameState(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncFellowPetData,KPlayerServer::DoSyncFellowPetData(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncFellowPetTimeLimit,"KPlayerServer::DoSyncFellowPetTimeLimit(KPlayer*, int, int, long, long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncFollow,"KPlayerServer::DoSyncFollow(KCharacter*, unsigned long, KFOLLOW_TYPE)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncHairData,"KPlayerServer::DoSyncHairData(int, unsigned int, unsigned int, unsigned long*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncHairFreeCount,"KPlayerServer::DoSyncHairFreeCount(int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncManualDropInfo,"KPlayerServer::DoSyncManualDropInfo(KPlayer*, unsigned long, KMANUAL_DROP_INFO*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncMaxTalentSetCount,"KPlayerServer::DoSyncMaxTalentSetCount(KPlayer*, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncMiniAvatarData,"KPlayerServer::DoSyncMiniAvatarData(KPlayer*, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPendentData,KPlayerServer::DoSyncPendentData(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPetList,"KPlayerServer::DoSyncPetList(int, KPlayer*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPlayerCameraAnimation,"KPlayerServer::DoSyncPlayerCameraAnimation(KPlayer*, unsigned long, int, unsigned int, unsigned long*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPlayerDropDeath,KPlayerServer::DoSyncPlayerDropDeath(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPlayerFEAflag,"KPlayerServer::DoSyncPlayerFEAflag(int, unsigned long, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncPlayerPendent,"KPlayerServer::DoSyncPlayerPendent(int, KPlayer*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncRegressionPlayerData,"KPlayerServer::DoSyncRegressionPlayerData(int, int, int, unsigned char*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncRewards,KPlayerServer::DoSyncRewards(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncRoleDataSectionCheckRequest,"KPlayerServer::DoSyncRoleDataSectionCheckRequest(int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSafeLockInfo,"KPlayerServer::DoSyncSafeLockInfo(int, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSelfCurrentSprintPower,KPlayerServer::DoSyncSelfCurrentSprintPower(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSingleDungeonCurrentScore,"KPlayerServer::DoSyncSingleDungeonCurrentScore(int, unsigned long, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSingleDungeonLastScore,"KPlayerServer::DoSyncSingleDungeonLastScore(int, unsigned long, unsigned long, int, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSingleDungeonScoreRankInfo,"KPlayerServer::DoSyncSingleDungeonScoreRankInfo(int, unsigned long, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSingleFellowPetData,"KPlayerServer::DoSyncSingleFellowPetData(KPlayer*, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSprintV2,KPlayerServer::DoSyncSprintV2(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncSunMoonPowerValue,KPlayerServer::DoSyncSunMoonPowerValue(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTalentSkillData,"KPlayerServer::DoSyncTalentSkillData(KPlayer*, unsigned char*, unsigned int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTargetMiniAvatarMisc,KPlayerServer::DoSyncTargetMiniAvatarMisc(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTargetTargetMiniAvatarMisc,KPlayerServer::DoSyncTargetTargetMiniAvatarMisc(KPlayer*),DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTimeLimitReturnItem,"KPlayerServer::DoSyncTimeLimitReturnItem(int, unsigned long, unsigned long, int, long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTimeLimitSoldListInfo,"KPlayerServer::DoSyncTimeLimitSoldListInfo(int, unsigned long, long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTongDiplomacyData,"KPlayerServer::DoSyncTongDiplomacyData(int, std::vector<KTONG_DIPLOMACY_RELATION_INFO, std::allocator<KTONG_DIPLOMACY_RELATION_INFO>> const&)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTongInfo,"KPlayerServer::DoSyncTongInfo(int, int, int, int, long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTongPersonalData,"KPlayerServer::DoSyncTongPersonalData(int, unsigned char, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTongSimpleInfoRespond,"KPlayerServer::DoSyncTongSimpleInfoRespond(unsigned long, int, KTongSimpleInfo*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoSyncTongTotalCache,"KPlayerServer::DoSyncTongTotalCache(int, unsigned char const*)",DRIFT,hard
player-hub,hub,KPlayerServer,DoTongBattleFieldEnd,"KPlayerServer::DoTongBattleFieldEnd(unsigned long, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoTongBattleFieldNotify,"KPlayerServer::DoTongBattleFieldNotify(unsigned long, int, unsigned long, int, int, unsigned long, TONG_BATTLE_FIELD_NOTIFY_TYPE)",DRIFT,hard
player-hub,hub,KPlayerServer,DoTongEventNotify,"KPlayerServer::DoTongEventNotify(int, int, unsigned long)",DRIFT,hard
player-hub,hub,KPlayerServer,DoUpdateFellowPetIndex,"KPlayerServer::DoUpdateFellowPetIndex(int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DoUpdateHorseFullMeasure,"KPlayerServer::DoUpdateHorseFullMeasure(int, unsigned long, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,DumpPakStat,KPlayerServer::DumpPakStat(),DRIFT,hard
player-hub,hub,KPlayerServer,FlushSendConn,KPlayerServer::FlushSendConn(int),DRIFT,hard
player-hub,hub,KPlayerServer,OnAcceptJoinArena,"KPlayerServer::OnAcceptJoinArena(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnAcceptJoinTongBattleField,"KPlayerServer::OnAcceptJoinTongBattleField(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnAddRegressionRewardItem,"KPlayerServer::OnAddRegressionRewardItem(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnAimAtSprintDashTarget,"KPlayerServer::OnAimAtSprintDashTarget(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyArenaStatistics,"KPlayerServer::OnApplyArenaStatistics(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyCharacter,"KPlayerServer::OnApplyCharacter(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyCharacterBuffList,"KPlayerServer::OnApplyCharacterBuffList(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyInvitationJoinCorps,"KPlayerServer::OnApplyInvitationJoinCorps(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyLootManualDrop,"KPlayerServer::OnApplyLootManualDrop(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyMiniAvatarData,"KPlayerServer::OnApplyMiniAvatarData(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyPlayerNameData,"KPlayerServer::OnApplyPlayerNameData(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnApplyTongWarKillStatRequest,"KPlayerServer::OnApplyTongWarKillStatRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnBMBidCancelRequest,"KPlayerServer::OnBMBidCancelRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnBMBidRequest,"KPlayerServer::OnBMBidRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnBMLookupRequest,"KPlayerServer::OnBMLookupRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnBuyCubPackageRequest,"KPlayerServer::OnBuyCubPackageRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnBuyExteriorFromItem,"KPlayerServer::OnBuyExteriorFromItem(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCanelChangeTongMaster,"KPlayerServer::OnCanelChangeTongMaster(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnChangeDynamicSkillGroup,"KPlayerServer::OnChangeDynamicSkillGroup(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCharacterFollow,"KPlayerServer::OnCharacterFollow(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCharacterSetRope,"KPlayerServer::OnCharacterSetRope(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCharacterSprint,"KPlayerServer::OnCharacterSprint(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCheckCharactersInvalid,"KPlayerServer::OnCheckCharactersInvalid(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnClientConfirmReady,"KPlayerServer::OnClientConfirmReady(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnClientFileCheckSum,"KPlayerServer::OnClientFileCheckSum(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCorpsChangeLeaderRequest,"KPlayerServer::OnCorpsChangeLeaderRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCorpsCreateRequest,"KPlayerServer::OnCorpsCreateRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCorpsDelMemberRequest,"KPlayerServer::OnCorpsDelMemberRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCorpsDestroyRequest,"KPlayerServer::OnCorpsDestroyRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnCreateFellowPetRequest,"KPlayerServer::OnCreateFellowPetRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnDomesticateEvoke,"KPlayerServer::OnDomesticateEvoke(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnDomesticateFeed,"KPlayerServer::OnDomesticateFeed(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnDomesticateStart,"KPlayerServer::OnDomesticateStart(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnDomesticateStop,"KPlayerServer::OnDomesticateStop(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnFeedHorse,"KPlayerServer::OnFeedHorse(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnFollowInviteRespond,"KPlayerServer::OnFollowInviteRespond(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnForceEndRoadTrack,"KPlayerServer::OnForceEndRoadTrack(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnGameCardBuyCoinRequest,"KPlayerServer::OnGameCardBuyCoinRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnGameCardBuyMoneyRequest,"KPlayerServer::OnGameCardBuyMoneyRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnGameCardSellCoinRequest,"KPlayerServer::OnGameCardSellCoinRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnGameCardSellMoneyRequest,"KPlayerServer::OnGameCardSellMoneyRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnInvitationJoinCorpsRequest,"KPlayerServer::OnInvitationJoinCorpsRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnJoinArenaQueueRequest,"KPlayerServer::OnJoinArenaQueueRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnJoinTongBattleFieldQueueRequest,"KPlayerServer::OnJoinTongBattleFieldQueueRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnLeaveArena,"KPlayerServer::OnLeaveArena(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnLeaveArenaQueueRequest,"KPlayerServer::OnLeaveArenaQueueRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnLeaveTongBattleField,"KPlayerServer::OnLeaveTongBattleField(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnLeaveTongBattleFieldQueueRequest,"KPlayerServer::OnLeaveTongBattleFieldQueueRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnMPakDownloaded,"KPlayerServer::OnMPakDownloaded(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnOpenBox,"KPlayerServer::OnOpenBox(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnOpenTalentSet,"KPlayerServer::OnOpenTalentSet(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnPeekOtherPlayerExterior,"KPlayerServer::OnPeekOtherPlayerExterior(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnResetRoadTrackStartOut,"KPlayerServer::OnResetRoadTrackStartOut(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnRewardsShopBuy,"KPlayerServer::OnRewardsShopBuy(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSelectTarget,"KPlayerServer::OnSelectTarget(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSetCubPackageOpenedFlag,"KPlayerServer::OnSetCubPackageOpenedFlag(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSetPlayerSyncFrameInterval,"KPlayerServer::OnSetPlayerSyncFrameInterval(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSetTeamSkillEffectSyncOption,"KPlayerServer::OnSetTeamSkillEffectSyncOption(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSprintDashTarget,"KPlayerServer::OnSprintDashTarget(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnStackItemInTongRepertoryRequest,"KPlayerServer::OnStackItemInTongRepertoryRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncCorpsBaseDataRequest,"KPlayerServer::OnSyncCorpsBaseDataRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncCorpsListRequest,"KPlayerServer::OnSyncCorpsListRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncCorpsMemberDataRequest,"KPlayerServer::OnSyncCorpsMemberDataRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncCorpsRankListRequest,"KPlayerServer::OnSyncCorpsRankListRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncNewDoodadRespond,"KPlayerServer::OnSyncNewDoodadRespond(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncNewNpcRespond,"KPlayerServer::OnSyncNewNpcRespond(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncNewPlayerRespond,"KPlayerServer::OnSyncNewPlayerRespond(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncRoleDataSectionCheckRespond,"KPlayerServer::OnSyncRoleDataSectionCheckRespond(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncSingleDungeonScoreRankInfo,"KPlayerServer::OnSyncSingleDungeonScoreRankInfo(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncTongDiplomacyDateRequest,"KPlayerServer::OnSyncTongDiplomacyDateRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncTongHistoryRequest,"KPlayerServer::OnSyncTongHistoryRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnSyncTongSimpleInfoRequest,"KPlayerServer::OnSyncTongSimpleInfoRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnTimeLimitSoldListBuyRequest,"KPlayerServer::OnTimeLimitSoldListBuyRequest(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,OnVerifyTrustResult,"KPlayerServer::OnVerifyTrustResult(char*, unsigned int, int, int)",DRIFT,hard
player-hub,hub,KPlayerServer,ProcessNetwork,KPlayerServer::ProcessNetwork(),DRIFT,hard
player-hub,hub,KPlayerServer,ResetPakStat,KPlayerServer::ResetPakStat(),DRIFT,hard
network-infra,network-infra,KCenterRemote,NewTable,KCenterRemote::NewTable(),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,PushBool,KCenterRemote::PushBool(int),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,PushNill,KCenterRemote::PushNill(),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,PushNumber,KCenterRemote::PushNumber(double),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,PushString,KCenterRemote::PushString(char const*),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,Reset,KCenterRemote::Reset(),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KCenterRemote,SetTable,"KCenterRemote::SetTable(unsigned char*, unsigned char*)",DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KGWConstList,IsAuctionSellLeftHoursValid,KGWConstList::IsAuctionSellLeftHoursValid(int),DRIFT,hard
network-infra,network-infra,KGWServerConstList,Init,KGWServerConstList::Init(char const*),NEW,uncertain(name-elsewhere)
network-infra,network-infra,KGWServerConstList,LoadData,KGWServerConstList::LoadData(IIniFile*),NEW,uncertain(name-elsewhere)
network-infra,network-infra,KGWServerConstList,UnInit,KGWServerConstList::UnInit(),NEW,uncertain(name-elsewhere)
network-infra,network-infra,KG_AsyncSocketStream,SyncSend,KG_AsyncSocketStream::SyncSend(IKG_Buffer*),DRIFT,hard
network-infra,network-infra,KG_SocketServerAcceptor,SendThreadFunc,KG_SocketServerAcceptor::SendThreadFunc(),DRIFT,hard
network-infra,network-infra,KG_SocketServerAcceptor,WorkThreadFunction,KG_SocketServerAcceptor::WorkThreadFunction(void*),DRIFT,uncertain(name-elsewhere)
network-infra,network-infra,KLocalGSDataStat,ClearBulletCurrentStatInfo,KLocalGSDataStat::ClearBulletCurrentStatInfo(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,GetRecordBulletPerSecondStatInfoFlag,KLocalGSDataStat::GetRecordBulletPerSecondStatInfoFlag(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,GetRecordSkillCalledCountFlag,KLocalGSDataStat::GetRecordSkillCalledCountFlag(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,KLocalGSDataStat,KLocalGSDataStat::KLocalGSDataStat(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,OutPutSkillCalledCountInfo,KLocalGSDataStat::OutPutSkillCalledCountInfo(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,PrintBulletAverageStatInfo,KLocalGSDataStat::PrintBulletAverageStatInfo(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,PrintBulletCurrentStatInfo,KLocalGSDataStat::PrintBulletCurrentStatInfo(int),NEW,hard
network-infra,network-infra,KLocalGSDataStat,RecordBulletApplied,KLocalGSDataStat::RecordBulletApplied(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,RecordBulletGenerate,KLocalGSDataStat::RecordBulletGenerate(),NEW,hard
network-infra,network-infra,KLocalGSDataStat,RecordCalledSkill,KLocalGSDataStat::RecordCalledSkill(unsigned long),NEW,hard
network-infra,network-infra,KLocalGSDataStat,SetRecordBulletPerSecondStatInfoFlag,KLocalGSDataStat::SetRecordBulletPerSecondStatInfoFlag(int),NEW,hard
network-infra,network-infra,KLocalGSDataStat,SetRecordSkillCalledCountFlag,KLocalGSDataStat::SetRecordSkillCalledCountFlag(int),NEW,hard
network-infra,network-infra,KLocalGSDataStat,~KLocalGSDataStat,KLocalGSDataStat::~KLocalGSDataStat(),NEW,hard
network-infra,network-infra,KLogClient,LogAreanaFightStat,"KLogClient::LogAreanaFightStat(int, std::vector<int, std::allocator<int>>&, int, std::vector<int, std::allocator<int>>&, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogBossLoot,"KLogClient::LogBossLoot(unsigned long, int, unsigned long, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogBreakEquip,"KLogClient::LogBreakEquip(KPlayer*, KEQUIP_DESC&, int, std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int>>>&)",DRIFT,hard
network-infra,network-infra,KLogClient,LogChangeExtPointRequest,"KLogClient::LogChangeExtPointRequest(KPlayer*, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogMPakDownloaded,"KLogClient::LogMPakDownloaded(unsigned long, unsigned long long, unsigned long long, unsigned int, unsigned int, KPlayer*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogMailTalkDailyCount,"KLogClient::LogMailTalkDailyCount(int, KPlayer*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogMountDiamond,"KLogClient::LogMountDiamond(KPlayer*, KEQUIP_DESC&, int, int, KDIAMOND&, KDIAMOND&)",DRIFT,hard
network-infra,network-infra,KLogClient,LogNanpinKunlunFightingResult,"KLogClient::LogNanpinKunlunFightingResult(int, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerAchieve,"KLogClient::LogPlayerAchieve(KPlayer*, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerAddExteriorRequest,"KLogClient::LogPlayerAddExteriorRequest(KPlayer*, int, int, int, unsigned int, KEXTERIOR_BUY_PARAM const*, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerAddExteriorRespond,"KLogClient::LogPlayerAddExteriorRespond(KPlayer*, int, int, int, unsigned int, KEXTERIOR_BUY_PARAM const*, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerAllAchieve,"KLogClient::LogPlayerAllAchieve(KPlayer*, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerCampChange,"KLogClient::LogPlayerCampChange(KPlayer*, KCAMP, KCAMP)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerCoinBuyExteriorFailed,"KLogClient::LogPlayerCoinBuyExteriorFailed(KPlayer*, int, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerCoinBuyHairFailed,"KLogClient::LogPlayerCoinBuyHairFailed(KPlayer*, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerCurrencyChange,"KLogClient::LogPlayerCurrencyChange(int, int, KPlayer*, char const*, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerEnterScene,"KLogClient::LogPlayerEnterScene(KPlayer*, KScene*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerExamScore,"KLogClient::LogPlayerExamScore(KPlayer*, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerExteriorFreeCountChange,"KLogClient::LogPlayerExteriorFreeCountChange(int, KPlayer*, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerHairChangeRequest,"KLogClient::LogPlayerHairChangeRequest(KPlayer*, KHAIRSHOP_BUY_PARAM&, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerHairChangeRespond,"KLogClient::LogPlayerHairChangeRespond(KPlayer*, unsigned long, unsigned int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerHairFreeCountChange,"KLogClient::LogPlayerHairFreeCountChange(int, KPlayer*, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerLeaveScene,"KLogClient::LogPlayerLeaveScene(KPlayer*, KScene*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerRankPointChange,"KLogClient::LogPlayerRankPointChange(int, KPlayer*, char const*, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerScriptHairChange,"KLogClient::LogPlayerScriptHairChange(KPlayer*, unsigned long, unsigned int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerSingleDungeonScore,KLogClient::LogPlayerSingleDungeonScore(KPlayer*),DRIFT,hard
network-infra,network-infra,KLogClient,LogPlayerTitlePointChange,"KLogClient::LogPlayerTitlePointChange(int, KPlayer*, char const*, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogQuickUpdateDiaomnd,"KLogClient::LogQuickUpdateDiaomnd(KPlayer*, KDIAMOND&, int, KDIAMOND&, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogRecalculatedRemainSpace,"KLogClient::LogRecalculatedRemainSpace(int, KPlayer*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogRemainSpaceEmpty,"KLogClient::LogRemainSpaceEmpty(int, KPlayer*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogRewardsBuyRequest,"KLogClient::LogRewardsBuyRequest(KPlayer*, unsigned long, unsigned long, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogRewardsBuyRespond,"KLogClient::LogRewardsBuyRespond(KPlayer*, unsigned long, unsigned long, int, int, int, int)",DRIFT,hard
network-infra,network-infra,KLogClient,LogStatFishData,KLogClient::LogStatFishData(KPlayer*),DRIFT,hard
network-infra,network-infra,KLogClient,LogStrengthEquip,"KLogClient::LogStrengthEquip(KPlayer*, KEQUIP_DESC&, int, int, int, std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int>>>&)",DRIFT,hard
network-infra,network-infra,KLogClient,LogTongActivity,"KLogClient::LogTongActivity(KPlayer*, unsigned long, char const*)",DRIFT,hard
network-infra,network-infra,KLogClient,LogTongContractWarEnd,"KLogClient::LogTongContractWarEnd(KPlayer*, char const*)",DRIFT,hard
