cluster,kind,class,method,signature,type,confidence
mentor,self-contained,KDirectMentorCache,LuaIsMentorship,KDirectMentorCache::LuaIsMentorship(lua_State*),NEW,uncertain(name-elsewhere)
mentor,self-contained,KDirectMentorCache,PickupTAEquipsScore,KDirectMentorCache::PickupTAEquipsScore(unsigned long),NEW,hard
mentor,self-contained,KDirectMentorCache,SyncPlayerMentorData,KDirectMentorCache::SyncPlayerMentorData(KPlayer*),NEW,uncertain(name-elsewhere)
mentor,self-contained,KDirectMentorCache,UnInit,KDirectMentorCache::UnInit(),NEW,uncertain(name-elsewhere)
mentor,self-contained,KDirectMentorCache,UpdateMentorData,"KDirectMentorCache::UpdateMentorData(unsigned long, unsigned long, KDirectMentorRecordCache const&)",NEW,uncertain(name-elsewhere)
mentor,self-contained,KMentorCache,AddTAEquipsScore,"KMentorCache::AddTAEquipsScore(unsigned long, unsigned long, int)",DRIFT,hard
mentor,self-contained,KMentorCache,PickupTAEquipsScore,KMentorCache::PickupTAEquipsScore(unsigned long),DRIFT,hard
anti-farmer,self-contained,KAntiFarmerServer,Activate,KAntiFarmerServer::Activate(),NEW,uncertain(name-elsewhere)
anti-farmer,self-contained,KAntiFarmerServer,Init,KAntiFarmerServer::Init(),NEW,uncertain(name-elsewhere)
anti-farmer,self-contained,KAntiFarmerServer,OnIPMonitorUpdate,"KAntiFarmerServer::OnIPMonitorUpdate(unsigned long, int)",NEW,hard
anti-farmer,self-contained,KAntiFarmerServer,OnPlayerApplyFreezeFarmer,"KAntiFarmerServer::OnPlayerApplyFreezeFarmer(unsigned long, KPlayer*)",NEW,hard
anti-farmer,self-contained,KAntiFarmerServer,OnPlayerEnterNormalScene,KAntiFarmerServer::OnPlayerEnterNormalScene(KPlayer*),NEW,hard
anti-farmer,self-contained,KAntiFarmerServer,OnSyncMonitorIPList,"KAntiFarmerServer::OnSyncMonitorIPList(unsigned long*, int)",NEW,hard
anti-farmer,self-contained,KAntiFarmerServer,ProcessCheckPlayer,KAntiFarmerServer::ProcessCheckPlayer(),NEW,hard
anti-farmer,self-contained,KAntiFarmerServer,UnInit,KAntiFarmerServer::UnInit(),NEW,uncertain(name-elsewhere)
anti-farmer,self-contained,KAntiFarmerSettings,AppendIgnoreNpcTemplateID,KAntiFarmerSettings::AppendIgnoreNpcTemplateID(unsigned long),NEW,hard
anti-farmer,self-contained,KAntiFarmerSettings,Init,KAntiFarmerSettings::Init(),NEW,uncertain(name-elsewhere)
anti-farmer,self-contained,KAntiFarmerSettings,KAntiFarmerSettings,KAntiFarmerSettings::KAntiFarmerSettings(),NEW,hard
anti-farmer,self-contained,KAntiFarmerSettings,LoadNpcTemplateIDWiteList,KAntiFarmerSettings::LoadNpcTemplateIDWiteList(),NEW,hard
anti-farmer,self-contained,KAntiFarmerSettings,UnInit,KAntiFarmerSettings::UnInit(),NEW,uncertain(name-elsewhere)
anti-farmer,self-contained,KBandwidthOptimizeTacticsManager,GetTactics,KBandwidthOptimizeTacticsManager::GetTactics(int),NEW,hard
anti-farmer,self-contained,KBandwidthOptimizeTacticsManager,SetTactics,"KBandwidthOptimizeTacticsManager::SetTactics(int, KBandWidthOptimizeTactics const&)",NEW,hard
rank,self-contained,KRankListServer,GetSingleDungeonRankListPos,"KRankListServer::GetSingleDungeonRankListPos(unsigned long, unsigned long)",NEW,hard
rank,self-contained,KRankListServer,Init,KRankListServer::Init(),NEW,uncertain(name-elsewhere)
rank,self-contained,KRankListServer,SyncSingleDungeonScoreRankFinish,KRankListServer::SyncSingleDungeonScoreRankFinish(),NEW,hard
rank,self-contained,KRankListServer,SyncSingleDungeonScoreRankPlayerInfo,"KRankListServer::SyncSingleDungeonScoreRankPlayerInfo(unsigned long, unsigned long, KSingle_Dungeon_Score_Player_Info)",NEW,hard
rank,self-contained,KRankListServer,UnInit,KRankListServer::UnInit(),NEW,uncertain(name-elsewhere)
guild-tong,self-contained,KTongConstList,Init,KTongConstList::Init(),NEW,uncertain(name-elsewhere)
guild-tong,self-contained,KTongConstList,KTongConstList,KTongConstList::KTongConstList(),NEW,hard
guild-tong,self-contained,KTongConstList,LoadCraftTech,"KTongConstList::LoadCraftTech(IIniFile*, char const*, TongTechNodeTag)",NEW,hard
guild-tong,self-contained,KTongConstList,UnInit,KTongConstList::UnInit(),NEW,uncertain(name-elsewhere)
guild-tong,self-contained,KTongDiplomacyCache,AddDiplomacyRelation,"KTongDiplomacyCache::AddDiplomacyRelation(unsigned long, unsigned long, TONG_DIPLOMACY_RELATION_TYPE, int, long, long, long, unsigned short, unsigned short)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,DelDiplomacyRelation,"KTongDiplomacyCache::DelDiplomacyRelation(unsigned long, unsigned long, TONG_DIPLOMACY_RELATION_TYPE)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,GetAllianceList,"KTongDiplomacyCache::GetAllianceList(unsigned long, std::vector<KTONG_DIPLOMACY_RELATION_INFO, std::allocator<KTONG_DIPLOMACY_RELATION_INFO>>&)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,GetAllianceTongID,KTongDiplomacyCache::GetAllianceTongID(unsigned long),NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,GetContractWarList,"KTongDiplomacyCache::GetContractWarList(unsigned long, std::vector<KTONG_DIPLOMACY_RELATION_INFO, std::allocator<KTONG_DIPLOMACY_RELATION_INFO>>&)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,GetWarKillCount,"KTongDiplomacyCache::GetWarKillCount(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,GetWarList,"KTongDiplomacyCache::GetWarList(unsigned long, std::vector<KTONG_DIPLOMACY_RELATION_INFO, std::allocator<KTONG_DIPLOMACY_RELATION_INFO>>&)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,Init,KTongDiplomacyCache::Init(),NEW,uncertain(name-elsewhere)
guild-tong,self-contained,KTongDiplomacyCache,IsWar,"KTongDiplomacyCache::IsWar(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,RecordWarKillCount,"KTongDiplomacyCache::RecordWarKillCount(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,SyncNewClient,KTongDiplomacyCache::SyncNewClient(KPlayer*),NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,UnInit,KTongDiplomacyCache::UnInit(),NEW,uncertain(name-elsewhere)
guild-tong,self-contained,KTongDiplomacyCache,UpdateTotalKillStat,"KTongDiplomacyCache::UpdateTotalKillStat(unsigned long long, int)",NEW,hard
guild-tong,self-contained,KTongDiplomacyCache,UploadGSWarKillStat,KTongDiplomacyCache::UploadGSWarKillStat(),NEW,hard
guild-tong,self-contained,KTongServer,GetCraftTechConsumeReduceStaminaRate,"KTongServer::GetCraftTechConsumeReduceStaminaRate(unsigned long, int)",NEW,hard
guild-tong,self-contained,KTongServer,GetRepairDiscount,KTongServer::GetRepairDiscount(unsigned long),NEW,hard
guild-tong,self-contained,KTongServer,InsertTongChache,"KTongServer::InsertTongChache(unsigned long, TongCacheData const&)",NEW,hard
guild-tong,self-contained,KTongServer,KTongServer,KTongServer::KTongServer(),NEW,hard
guild-tong,self-contained,KTongServer,OnPlayerLeave,"KTongServer::OnPlayerLeave(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,OnPlayerLogin,"KTongServer::OnPlayerLogin(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,OnPlayerTongChange,"KTongServer::OnPlayerTongChange(unsigned long, unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,OnTongAlly,"KTongServer::OnTongAlly(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,OnTongStopAlliance,"KTongServer::OnTongStopAlliance(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,RegisterTongMember,"KTongServer::RegisterTongMember(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,SyncTongTotalCache,"KTongServer::SyncTongTotalCache(unsigned long, int)",NEW,hard
guild-tong,self-contained,KTongServer,UnregisterTongMember,"KTongServer::UnregisterTongMember(unsigned long, unsigned long)",NEW,hard
guild-tong,self-contained,KTongServer,UpdateTongChacheChange,"KTongServer::UpdateTongChacheChange(unsigned long, TongTechNodeTag, unsigned char)",NEW,hard
talent,self-contained,KTalentSkill,CallUnApplyTalentSkillScript,"KTalentSkill::CallUnApplyTalentSkillScript(unsigned long, int)",NEW,hard
talent,self-contained,KTalentSkill,ClearTalentSkill,KTalentSkill::ClearTalentSkill(unsigned long),NEW,hard
talent,self-contained,KTalentSkill,GetTalentSkillLevel,"KTalentSkill::GetTalentSkillLevel(unsigned long, unsigned long)",NEW,hard
talent,self-contained,KTalentSkill,Init,KTalentSkill::Init(KPlayer*),NEW,uncertain(name-elsewhere)
talent,self-contained,KTalentSkill,KTalentSkill,KTalentSkill::KTalentSkill(),NEW,hard
talent,self-contained,KTalentSkill,LoadTalentSkillData,"KTalentSkill::LoadTalentSkillData(unsigned char*, unsigned int)",NEW,hard
talent,self-contained,KTalentSkill,OpenTalentSet,KTalentSkill::OpenTalentSet(unsigned long),NEW,hard
talent,self-contained,KTalentSkill,ResetTalentSet,KTalentSkill::ResetTalentSet(unsigned long),NEW,hard
talent,self-contained,KTalentSkill,SaveTalentSkill,"KTalentSkill::SaveTalentSkill(unsigned long, unsigned long, int)",NEW,hard
talent,self-contained,KTalentSkill,SaveTalentSkillData,"KTalentSkill::SaveTalentSkillData(unsigned int*, unsigned char*, unsigned int)",NEW,hard
talent,self-contained,KTalentSkill,SetMaxTalentSetCount,KTalentSkill::SetMaxTalentSetCount(unsigned long),NEW,hard
talent,self-contained,KTalentSkill,UnInit,KTalentSkill::UnInit(),NEW,uncertain(name-elsewhere)
talent,self-contained,KTalentSkill,UpdateTalentSkill,"KTalentSkill::UpdateTalentSkill(unsigned long, int)",NEW,hard
talent,self-contained,KTalentSkill,~KTalentSkill,KTalentSkill::~KTalentSkill(),NEW,hard
activity,self-contained,KActivityEndNotifySceneFunc,operator(),KActivityEndNotifySceneFunc::operator()(),NEW,hard
activity,self-contained,KActivityMgrServer,CallScriptFunction,"KActivityMgrServer::CallScriptFunction(KActivityMgrServer::KActivityInfo*, char const*)",NEW,hard
activity,self-contained,KActivityMgrServer,EndActivity,"KActivityMgrServer::EndActivity(unsigned long, long, ACTIVITY_STATE)",NEW,hard
activity,self-contained,KActivityMgrServer,Init,KActivityMgrServer::Init(),NEW,uncertain(name-elsewhere)
activity,self-contained,KActivityMgrServer,IsActivityOn,KActivityMgrServer::IsActivityOn(unsigned long),NEW,hard
activity,self-contained,KActivityMgrServer,KActivityMgrServer,KActivityMgrServer::KActivityMgrServer(),NEW,hard
activity,self-contained,KActivityMgrServer,LoadActivity,KActivityMgrServer::LoadActivity(),NEW,hard
activity,self-contained,KActivityMgrServer,LuaGetActivityState,KActivityMgrServer::LuaGetActivityState(lua_State*),NEW,hard
activity,self-contained,KActivityMgrServer,LuaSetActivityState,KActivityMgrServer::LuaSetActivityState(lua_State*),NEW,hard
activity,self-contained,KActivityMgrServer,StartActivity,"KActivityMgrServer::StartActivity(unsigned long, long, ACTIVITY_STATE)",NEW,hard
activity,self-contained,KActivityMgrServer,StoreGmAnnouncement,"KActivityMgrServer::StoreGmAnnouncement(unsigned char*, unsigned int)",NEW,hard
activity,self-contained,KActivityMgrServer,UnInit,KActivityMgrServer::UnInit(),NEW,uncertain(name-elsewhere)
activity,self-contained,KActivityMgrServer,~KActivityMgrServer,KActivityMgrServer::~KActivityMgrServer(),NEW,hard
activity,self-contained,KCampActiveStat,Active,KCampActiveStat::Active(),NEW,uncertain(name-elsewhere)
activity,self-contained,KCampActiveStat,AddBaseScore,KCampActiveStat::AddBaseScore(int),NEW,hard
activity,self-contained,KCampActiveStat,AddPrestige,KCampActiveStat::AddPrestige(int),NEW,uncertain(name-elsewhere)
activity,self-contained,KCampActiveStat,KCampActiveStat,KCampActiveStat::KCampActiveStat(),NEW,hard
activity,self-contained,KCampActiveStat,Load,"KCampActiveStat::Load(unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
activity,self-contained,KCampActiveStat,Save,"KCampActiveStat::Save(unsigned int*, unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
activity,self-contained,KCampActiveStat,~KCampActiveStat,KCampActiveStat::~KCampActiveStat(),NEW,hard
activity,self-contained,KCampInfo,Activate,KCampInfo::Activate(),DRIFT,uncertain(name-elsewhere)
activity,self-contained,KCampInfo,AddGlobalCampNpcInfo,"KCampInfo::AddGlobalCampNpcInfo(unsigned long, int, int)",DRIFT,hard
activity,self-contained,KCampInfo,AddNpcLifeInfo,KCampInfo::AddNpcLifeInfo(KNpc*),DRIFT,hard
activity,self-contained,KCampInfo,CallLevelChangedScript,"KCampInfo::CallLevelChangedScript(int, int)",DRIFT,hard
activity,self-contained,KCampInfo,GetBoosDeadCount,"KCampInfo::GetBoosDeadCount(int*, int*)",DRIFT,hard
activity,self-contained,KCampInfo,GrantPlayerNewTitle,KCampInfo::GrantPlayerNewTitle(KPlayer*),DRIFT,hard
activity,self-contained,KCampInfo,LoadCampNpcInfo,KCampInfo::LoadCampNpcInfo(),DRIFT,hard
activity,self-contained,KCampInfo,LuaGetNewCampFightValue,KCampInfo::LuaGetNewCampFightValue(lua_State*),DRIFT,hard
activity,self-contained,KCampInfo,LuaGetRealActivePlayerCount,KCampInfo::LuaGetRealActivePlayerCount(lua_State*),DRIFT,hard
activity,self-contained,KCampInfo,OnNpcDeath,KCampInfo::OnNpcDeath(unsigned long),DRIFT,hard
activity,self-contained,KCampInfo,OnPlayerResetTitle,"KCampInfo::OnPlayerResetTitle(KPlayer*, KCAMP)",DRIFT,hard
achievement,self-contained,KAchievement,DelCount,"KAchievement::DelCount(int, int)",DRIFT,hard
achievement,self-contained,KAchievement,Load_V0,"KAchievement::Load_V0(unsigned char*, unsigned int)",DRIFT,hard
achievement,self-contained,KAchievement,Load_V1,"KAchievement::Load_V1(unsigned char*, unsigned int)",DRIFT,hard
achievement,self-contained,KAchievement,OnClearAchieve,"KAchievement::OnClearAchieve(int, KACHIEVEMENT_INFO*)",DRIFT,hard
achievement,self-contained,KAchievement,Remove,KAchievement::Remove(int),DRIFT,uncertain(name-elsewhere)
achievement,self-contained,KAchievementInfoList,LoadAchievementLogServerTab,KAchievementInfoList::LoadAchievementLogServerTab(),DRIFT,hard
quest,self-contained,KQuestInfoList,GetQuestGroupInfo,KQuestInfoList::GetQuestGroupInfo(unsigned long),DRIFT,hard
quest,self-contained,KQuestInfoList,GetQuestIndexInQuestGroupInfo,"KQuestInfoList::GetQuestIndexInQuestGroupInfo(unsigned long, unsigned long)",DRIFT,hard
quest,self-contained,KQuestInfoList,LoadQuestFile,"KQuestInfoList::LoadQuestFile(char*, int)",DRIFT,hard
quest,self-contained,KQuestInfoList,LoadQuestListFile,KQuestInfoList::LoadQuestListFile(),DRIFT,hard
quest,self-contained,KQuestInfoList,LoadRandomQuestGroup,KQuestInfoList::LoadRandomQuestGroup(),DRIFT,hard
quest,self-contained,KQuestList,GetAcceptDailyQuestCount,KQuestList::GetAcceptDailyQuestCount(),DRIFT,hard
quest,self-contained,KQuestList,GetRandomDailyQuestFinishedCount,KQuestList::GetRandomDailyQuestFinishedCount(unsigned long),DRIFT,hard
quest,self-contained,KQuestList,LoadDailyQuest_CurrentnVersion,"KQuestList::LoadDailyQuest_CurrentnVersion(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
quest,self-contained,KQuestList,LoadDailyQuest_V1,"KQuestList::LoadDailyQuest_V1(unsigned int*, unsigned char*, unsigned int)",DRIFT,hard
reputation,self-contained,KReputation,AddReputation,"KReputation::AddReputation(unsigned long, int, int)",DRIFT,hard
reputation,self-contained,KReputation,OnReputationLevelChange,"KReputation::OnReputationLevelChange(unsigned long, int)",DRIFT,hard
pk,self-contained,KPKController,ClearDuelState,KPKController::ClearDuelState(),DRIFT,hard
pk,self-contained,KPKController,StartDuel,KPKController::StartDuel(),DRIFT,hard
pk,self-contained,KPKController,TerminateDuel,KPKController::TerminateDuel(),DRIFT,hard
gm,self-contained,KGMList,CheckPermissionAccount,KGMList::CheckPermissionAccount(char const*),DRIFT,hard
gm,self-contained,KGMList,CheckPermissionIP,KGMList::CheckPermissionIP(char const*),DRIFT,hard
gm,self-contained,KGMList,LoadAccountTab,KGMList::LoadAccountTab(),DRIFT,hard
gm,self-contained,KGMList,LoadIPTab,KGMList::LoadIPTab(),DRIFT,hard
recorder-replay,self-contained,KRecorderSceneLoaderNormal,PostCleanScene,KRecorderSceneLoaderNormal::PostCleanScene(KTerrainScene*),DRIFT,hard
recorder-replay,self-contained,KRecorderSceneLoaderRecord,PostCleanScene,KRecorderSceneLoaderRecord::PostCleanScene(KTerrainScene*),DRIFT,hard
recorder-replay,self-contained,KRecorderSceneLoaderReplay,PostCleanScene,KRecorderSceneLoaderReplay::PostCleanScene(KTerrainScene*),DRIFT,hard
drop-loot,self-contained,KDropCenter,AddItemToEachLooter,"KDropCenter::AddItemToEachLooter(KLootList*, IItem*, DROP_DATA&, std::vector<unsigned long, std::allocator<unsigned long>>&)",DRIFT,hard
drop-loot,self-contained,KDropCenter,AddItemToTeam,"KDropCenter::AddItemToTeam(KLootList*, IItem*, DROP_DATA&)",DRIFT,hard
drop-loot,self-contained,KDropCenter,AddLevelDroplistToMap,"KDropCenter::AddLevelDroplistToMap(std::map<unsigned long long, KDropList, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, KDropList>>>&, KLevelDropList&, unsigned long)",DRIFT,hard
drop-loot,self-contained,KDropCenter,BoxDrop,"KDropCenter::BoxDrop(KPlayer*, unsigned long, int)",DRIFT,hard
drop-loot,self-contained,KDropCenter,BoxDropInit,KDropCenter::BoxDropInit(),DRIFT,hard
drop-loot,self-contained,KDropCenter,CheckNpcSurpriseBuffDrop,"KDropCenter::CheckNpcSurpriseBuffDrop(unsigned long, KNpcSurpriseBuffInfo const*)",DRIFT,hard
drop-loot,self-contained,KDropCenter,CheckNpcSurpriseLevelDrop,"KDropCenter::CheckNpcSurpriseLevelDrop(unsigned long, KNpcSurpriseLevelInfo const*)",DRIFT,hard
drop-loot,self-contained,KDropCenter,NpcSurpriseBuffDrop,"KDropCenter::NpcSurpriseBuffDrop(KLootList*, std::vector<unsigned long, std::allocator<unsigned long>>&, unsigned long)",DRIFT,hard
drop-loot,self-contained,KDropCenter,NpcSurpriseBuffDropInit,KDropCenter::NpcSurpriseBuffDropInit(),DRIFT,hard
drop-loot,self-contained,KDropCenter,NpcSurpriseLevelDrop,"KDropCenter::NpcSurpriseLevelDrop(KLootList*, std::vector<unsigned long, std::allocator<unsigned long>>&, unsigned long)",DRIFT,hard
drop-loot,self-contained,KDropCenter,NpcSurpriseLevelDropInit,KDropCenter::NpcSurpriseLevelDropInit(),DRIFT,hard
drop-loot,self-contained,KDropList,GetSpecialRandomItem,"KDropList::GetSpecialRandomItem(DROP_DATA&, std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int>>>, int)",DRIFT,hard
drop-loot,self-contained,KDropList,IsSpecialDropRate,KDropList::IsSpecialDropRate(),DRIFT,hard
drop-loot,self-contained,KLevelDropList,GetAllLevels,"KLevelDropList::GetAllLevels(std::vector<unsigned long, std::allocator<unsigned long>>&)",DRIFT,hard
drop-loot,self-contained,KLevelDropList,GetDropDataVectorOfLevel,KLevelDropList::GetDropDataVectorOfLevel(unsigned long),DRIFT,hard
drop-loot,self-contained,KLootList,AddDelayTradeItem,"KLootList::AddDelayTradeItem(IItem*, KPlayer*, int)",DRIFT,hard
drop-loot,self-contained,KLootList,LogBossLoot,KLootList::LogBossLoot(KNpc*),DRIFT,hard
drop-loot,self-contained,KLootList,NotifyPlayerAddItem,"KLootList::NotifyPlayerAddItem(KPlayer*, unsigned long, unsigned long, unsigned long, int, int)",DRIFT,hard
drop-loot,self-contained,KManualDropList,Activate,KManualDropList::Activate(),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,AddDrop,"KManualDropList::AddDrop(unsigned long, KMANUAL_DROP_INFO&)",NEW,hard
drop-loot,self-contained,KManualDropList,CanLoot,KManualDropList::CanLoot(unsigned long),NEW,hard
drop-loot,self-contained,KManualDropList,GetInfo,KManualDropList::GetInfo(unsigned long),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,Init,KManualDropList::Init(KPlayer*),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,IsEmpty,KManualDropList::IsEmpty(unsigned long),NEW,hard
drop-loot,self-contained,KManualDropList,IsExist,KManualDropList::IsExist(unsigned long),NEW,hard
drop-loot,self-contained,KManualDropList,KManualDropList,KManualDropList::KManualDropList(),NEW,hard
drop-loot,self-contained,KManualDropList,Load,"KManualDropList::Load(unsigned char*, unsigned int, int)",NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,Loot,KManualDropList::Loot(unsigned long),NEW,hard
drop-loot,self-contained,KManualDropList,Save,"KManualDropList::Save(unsigned int*, unsigned char*, unsigned int)",NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,UnInit,KManualDropList::UnInit(),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KManualDropList,~KManualDropList,KManualDropList::~KManualDropList(),NEW,hard
drop-loot,self-contained,KMoneyDropList,KMoneyDropList,KMoneyDropList::KMoneyDropList(),DRIFT,hard
drop-loot,self-contained,KMoneyDropList,~KMoneyDropList,KMoneyDropList::~KMoneyDropList(),DRIFT,hard
drop-loot,self-contained,KReputeLootBuffList,Init,KReputeLootBuffList::Init(),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KReputeLootBuffList,KReputeLootBuffList,KReputeLootBuffList::KReputeLootBuffList(),NEW,hard
drop-loot,self-contained,KReputeLootBuffList,UnInit,KReputeLootBuffList::UnInit(),NEW,uncertain(name-elsewhere)
drop-loot,self-contained,KReputeLootBuffList,~KReputeLootBuffList,KReputeLootBuffList::~KReputeLootBuffList(),NEW,hard
skill-script,self-contained,GetSkillRecipeTraverseFunc,operator(),GetSkillRecipeTraverseFunc::operator()(),NEW,hard
skill-script,self-contained,KBroadcastCastSkillFunc,KBroadcastCastSkillFunc,KBroadcastCastSkillFunc::KBroadcastCastSkillFunc(),NEW,hard
skill-script,self-contained,KBroadcastCastSkillFunc,operator(),KBroadcastCastSkillFunc::operator()(),NEW,hard
skill-script,self-contained,KBuffList,CheckBuffBoardcast,KBuffList::CheckBuffBoardcast(),DRIFT,hard
skill-script,self-contained,KBuffList,CheckBuffPersist,"KBuffList::CheckBuffPersist(KBUFF_LIST_NODE&, int)",DRIFT,hard
skill-script,self-contained,KBuffList,CleanBuffWhenUseItem,KBuffList::CleanBuffWhenUseItem(),DRIFT,hard
skill-script,self-contained,KBuffList,DelSingleBuffByID,KBuffList::DelSingleBuffByID(unsigned long),DRIFT,hard
skill-script,self-contained,KGetAllCopyIndexByMapIDFunc,operator(),KGetAllCopyIndexByMapIDFunc::operator()(),NEW,hard
skill-script,self-contained,KRecipeList,Load_V2,"KRecipeList::Load_V2(unsigned char*, unsigned int)",DRIFT,hard
skill-script,self-contained,KScriptCenter,AddCmdLoop,"KScriptCenter::AddCmdLoop(unsigned long, char const*, int)",DRIFT,hard
skill-script,self-contained,KScriptCenter,DeleteFunctionRefID,KScriptCenter::DeleteFunctionRefID(int),DRIFT,hard
skill-script,self-contained,KScriptCenter,DumpStrt,KScriptCenter::DumpStrt(),DRIFT,hard
skill-script,self-contained,KScriptCenter,FastCallFunction,"KScriptCenter::FastCallFunction(unsigned long, int)",DRIFT,hard
skill-script,self-contained,KScriptCenter,KillAllCmdLoop,KScriptCenter::KillAllCmdLoop(),DRIFT,hard
skill-script,self-contained,KScriptCenter,NewFunctionRefID,"KScriptCenter::NewFunctionRefID(unsigned long, char const*, int*)",DRIFT,hard
skill-script,self-contained,KScriptCenter,PushFunctionBeforeParam,KScriptCenter::PushFunctionBeforeParam(int),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAcceptJoinTongBattleField,KScriptFuncList::LuaAcceptJoinTongBattleField(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAddNewCampFightValue,KScriptFuncList::LuaAddNewCampFightValue(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAllGCCommand,KScriptFuncList::LuaAllGCCommand(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAllGSCommand,KScriptFuncList::LuaAllGSCommand(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAntiFarmerConfig,KScriptFuncList::LuaAntiFarmerConfig(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaAntiFarmerIgnoreNpcTemplateID,KScriptFuncList::LuaAntiFarmerIgnoreNpcTemplateID(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaApplyFreezeFarmer,KScriptFuncList::LuaApplyFreezeFarmer(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaArenaEnd,KScriptFuncList::LuaArenaEnd(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaArrestAllKiller,KScriptFuncList::LuaArrestAllKiller(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaCalculateNextCycleTime,KScriptFuncList::LuaCalculateNextCycleTime(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaCheckTargetCamp,KScriptFuncList::LuaCheckTargetCamp(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaCloseExterior,KScriptFuncList::LuaCloseExterior(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaDumpPlayerServerPakStat,KScriptFuncList::LuaDumpPlayerServerPakStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaDumpRelayClientPakStat,KScriptFuncList::LuaDumpRelayClientPakStat(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaDumpStrt,KScriptFuncList::LuaDumpStrt(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaExtendSkillCacheCapacity,KScriptFuncList::LuaExtendSkillCacheCapacity(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetActivityMgrServer,KScriptFuncList::LuaGetActivityMgrServer(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetAdultItemInfoOfCub,KScriptFuncList::LuaGetAdultItemInfoOfCub(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetAllCopyIndexByMapID,KScriptFuncList::LuaGetAllCopyIndexByMapID(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetBOT,KScriptFuncList::LuaGetBOT(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetCampNpcInfo,KScriptFuncList::LuaGetCampNpcInfo(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetColorDiamondInfoFromEnchantID,KScriptFuncList::LuaGetColorDiamondInfoFromEnchantID(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetCostFullMeasureRateBase,KScriptFuncList::LuaGetCostFullMeasureRateBase(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetCubPackageRoomPrices,KScriptFuncList::LuaGetCubPackageRoomPrices(lua_State*),DRIFT,hard
skill-script,hub,KScriptFuncList,LuaGetCubPackageRoomRange,KScriptFuncList::LuaGetCubPackageRoomRange(lua_State*),DRIFT,hard
